time	od-sensors-2.od-680	od-sensors-4.od-680	od-sensors-6.od-680	od-sensors-8.od-680	pumps-20057.pump-2-consumption	pumps-20057.pump-4-consumption	pumps-20057.pump-6-consumption	pumps-20057.pump-8-consumption
7.285833			0.2853					
7.3	0.2754	0.28292		0.33982				
7.3025			0.29095					
7.316667	0.27295	0.28431		0.33856				
7.319167			0.28755					
7.333333	0.27431	0.28654		0.33919				
7.335833			0.28783					
7.35	0.2754	0.28626		0.34046				
7.3525			0.28727					
7.366667	0.27295	0.28043		0.34205				
7.369167			0.28642					
7.383333	0.27431	0.28292		0.35009				
7.385833			0.28699					
7.4	0.27213	0.28264		0.33666				
7.4025			0.28783					
7.416667	0.27376	0.28347		0.33919				
7.419167			0.28727					
7.433333	0.27376	0.28542		0.34046				
7.435833			0.28727					
7.45	0.2754	0.28654		0.34364				
7.4525			0.28783					
7.466667	0.27595	0.29216		0.34268				
7.469167			0.28699					
7.483333	0.27842	0.29557		0.34077				
7.485833			0.28671					
7.5	0.28396	0.28154		0.34141				
7.5025			0.28671					
7.516667	0.28008	0.28906		0.34557				
7.519167			0.28868					
7.533333	0.28146	0.29019		0.34396				
7.535833			0.2884					
7.55	0.28229	0.29019		0.34557				
7.5525			0.29095					
7.566667	0.28676	0.28654		0.35465				
7.569167			0.28586					
7.583333	0.28341	0.28682		0.35334				
7.585833			0.28558					
7.6	0.28118	0.28542		0.34685				
7.6025			0.28925					
7.616667	0.28146	0.28738		0.34428				
7.619167			0.28982					
7.633333	0.28174	0.28486		0.34621				
7.635833			0.29124					
7.65	0.28313	0.28375		0.3395				
7.6525			0.28953					
7.666667	0.28424	0.28682		0.354				
7.669167			0.2884					
7.683333	0.28424	0.29557		0.34396				
7.685833			0.28925					
7.7	0.28368	0.2871		0.35367				
7.7025			0.28783					
7.716667	0.2848	0.28794		0.34976				
7.719167			0.28812					
7.733333	0.28732	0.28766		0.34589				
7.735833			0.29124					
7.75	0.28845	0.28794		0.34717				
7.7525			0.28812					
7.766667	0.28789	0.29387		0.35465				
7.769167			0.28897					
7.783333	0.28901	0.28906		0.34685				
7.785833			0.29324					
7.8	0.28873	0.29216		0.34621				
7.8025			0.29324					
7.816667	0.29412	0.28514		0.34685				
7.819167			0.29095					
7.833333	0.28986	0.29047		0.34944				
7.835833			0.29095					
7.85	0.28536	0.28906		0.35139				
7.8525			0.29095					
7.866667	0.28536	0.28682		0.34589				
7.869167			0.29152					
7.883333	0.28592	0.29019		0.3475				
7.885833			0.29095					
7.9	0.29099	0.29132		0.35236				
7.9025			0.29611					
7.916667	0.28341	0.28738		0.34717				
7.919167			0.29152					
7.933333	0.28732	0.29216		0.34653				
7.935833			0.28953					
7.95	0.28536	0.28962		0.34782				
7.9525			0.28783					
7.966667	0.28424	0.28934		0.34428				
7.969167			0.29038					
7.983333	0.29814	0.29019		0.34782				
7.985833			0.29038					
8	0.29184	0.2899		0.35106				
8.0025			0.29152					
8.016667	0.28986	0.28934		0.34653				
8.019167			0.28982					
8.033333	0.28845	0.29075		0.34911				
8.035833			0.29295					
8.05	0.29527	0.29216		0.35106				
8.0525			0.29095					
8.066667	0.29043	0.29358		0.34944				
8.069167			0.29038					
8.083333	0.28901	0.29188		0.34911				
8.085833			0.29295					
8.1	0.28845	0.29557		0.34621				
8.1025			0.29095					
8.116667	0.2876	0.29103		0.35269				
8.119167			0.29067					
8.133333	0.28704	0.29443		0.3475				
8.135833			0.29181					
8.15	0.29014	0.29047		0.34621				
8.1525			0.29095					
8.166667	0.28648	0.29216		0.35106				
8.169167			0.28925					
8.183333	0.28817	0.29019		0.34814				
8.185833			0.29324					
8.2	0.28452	0.29047		0.34717				
8.2025			0.29238					
8.216667	0.28704	0.29415		0.34814				
8.219167			0.29438					
8.233333	0.28508	0.28962		0.34847				
8.235833			0.29352					
8.25	0.2893	0.29019		0.34717				
8.2525			0.29238					
8.266667	0.29071	0.29245		0.35236				
8.269167			0.29238					
8.283333	0.2876	0.29216		0.35074				
8.285833			0.29409					
8.3	0.2876	0.29245		0.34847				
8.3025			0.29209					
8.316667	0.28789	0.29075		0.35498				
8.319167			0.29209					
8.333333	0.29071	0.29245		0.35236				
8.335833			0.29295					
8.35	0.28986	0.29245		0.35139				
8.3525			0.29381					
8.366667	0.29099	0.29132		0.35106				
8.369167			0.29524					
8.383333	0.29014	0.29047		0.35465				
8.385833			0.29209					
8.4	0.29071	0.29443		0.35009				
8.4025			0.29295					
8.416667	0.2893	0.29132		0.34911				
8.419167			0.29352					
8.433333	0.28901	0.29103		0.34589				
8.435833			0.29038					
8.45	0.28676	0.29216		0.34847				
8.4525			0.29324					
8.466667	0.28789	0.29075		0.35139				
8.469167			0.29209					
8.483333	0.2876	0.295		0.35009				
8.485833			0.29152					
8.5	0.28873	0.29529		0.35498				
8.5025			0.29209					
8.516667	0.29014	0.29415		0.35074				
8.519167			0.29409					
8.533333	0.29441	0.29188		0.35302				
8.535833			0.29553					
8.55	0.29213	0.29443		0.35334				
8.5525			0.29611					
8.566667	0.28845	0.29443		0.354				
8.569167			0.29181					
8.583333	0.29156	0.29103		0.35041				
8.585833			0.29324					
8.6	0.29241	0.29075		0.35729				
8.6025			0.29496					
8.616667	0.2927	0.29301		0.35696				
8.619167			0.29611					
8.633333	0.29527	0.29245		0.34814				
8.635833			0.29038					
8.65	0.28845	0.29415		0.35204				
8.6525			0.29152					
8.666667	0.28986	0.29358		0.35139				
8.669167			0.29181					
8.683333	0.28789	0.2933		0.34814				
8.685833			0.29409					
8.7	0.29071	0.29415		0.35302				
8.7025			0.29067					
8.716667	0.28986	0.29301		0.35009				
8.719167			0.29582					
8.733333	0.28901	0.29844		0.34814				
8.735833			0.29181					
8.75	0.28958	0.295		0.35041				
8.7525			0.29295					
8.766667	0.28873	0.29557		0.35302				
8.769167			0.29095					
8.783333	0.2862	0.29075		0.35171				
8.785833			0.29842					
8.8	0.29641	0.29758		0.35597				
8.8025			0.29324					
8.816667	0.2927	0.29188		0.35302				
8.819167			0.29611					
8.833333	0.29241	0.295		0.35367				
8.835833			0.29611					
8.85	0.28901	0.29245		0.35334				
8.8525			0.29582					
8.866667	0.29156	0.295		0.34976				
8.869167			0.29524					
8.883333	0.28817	0.29188		0.354				
8.885833			0.29152					
8.9	0.29043	0.29615		0.35041				
8.9025			0.29381					
8.916667	0.28845	0.29415		0.35041				
8.919167			0.29697					
8.933333	0.2927	0.29529		0.34911				
8.935833			0.29352					
8.95	0.28508	0.29301		0.34653				
8.9525			0.29582					
8.966667	0.28313	0.29245		0.35139				
8.969167			0.29611					
8.983333	0.28008	0.29188		0.34911				
8.985833			0.29324					
9	0.28732	0.28962		0.34717				
9.0025			0.29582					
9.016667	0.28008	0.2899		0.35074				
9.019167			0.29668					
9.033333	0.28536	0.28934		0.35171				
9.035833			0.29438					
9.05	0.28063	0.2916		0.34944				
9.0525			0.29352					
9.066667	0.28285	0.29019		0.34717				
9.069167			0.29381					
9.083333	0.28313	0.29245		0.34911				
9.085833			0.29611					
9.1	0.28732	0.29273		0.35106				
9.1025			0.29409					
9.116667	0.28676	0.29103		0.34879				
9.119167			0.29553					
9.133333	0.28285	0.29472		0.34944				
9.135833			0.29496					
9.15	0.2848	0.29188		0.34847				
9.1525			0.29582					
9.166667	0.28396	0.29188		0.34653				
9.169167			0.29524					
9.183333	0.28368	0.2933		0.34911				
9.185833			0.29668					
9.2	0.28257	0.29188		0.35564				
9.2025			0.29524					
9.216667	0.28229	0.29586		0.34847				
9.219167			0.29524					
9.233333	0.28313	0.29387		0.35367				
9.235833			0.29524					
9.25	0.28202	0.29557		0.34879				
9.2525			0.29381					
9.266667	0.28118	0.29132		0.35302				
9.269167			0.29871					
9.283333	0.28229	0.2899		0.34911				
9.285833			0.29582					
9.3	0.28202	0.29245		0.35894				
9.3025			0.29697					
9.316667	0.28063	0.29415		0.34621				
9.319167			0.29668					
9.333333	0.28008	0.29132		0.34589				
9.335833			0.29726					
9.35	0.28202	0.29075		0.34911				
9.3525			0.29553					
9.366667	0.28341	0.29188		0.34911				
9.369167			0.29639					
9.383333	0.28396	0.2933		0.34879				
9.385833			0.29784					
9.4	0.28424	0.2933		0.35597				
9.4025			0.29668					
9.416667	0.28368	0.29443		0.35074				
9.419167			0.29553					
9.433333	0.2848	0.29672		0.35498				
9.435833			0.29611					
9.45	0.28396	0.297		0.35367				
9.4525			0.29611					
9.466667	0.28901	0.29273		0.35074				
9.469167			0.29726					
9.483333	0.28789	0.297		0.35927				
9.485833			0.29553					
9.5	0.28285	0.29387		0.35074				
9.5025			0.299					
9.516667	0.28676	0.297		0.35498				
9.519167			0.29582					
9.533333	0.28424	0.29188		0.35204				
9.535833			0.29524					
9.55	0.28368	0.29188		0.35171				
9.5525			0.29668					
9.566667	0.28174	0.29586		0.35269				
9.569167			0.29582					
9.583333	0.28958	0.29672		0.35041				
9.585833			0.299					
9.6	0.2848	0.29358		0.34717				
9.6025			0.29668					
9.616667	0.28229	0.295		0.35171				
9.619167			0.29553					
9.633333	0.28536	0.29358		0.35139				
9.635833			0.29784					
9.65	0.2876	0.29415		0.35367				
9.6525			0.29668					
9.666667	0.28901	0.30103		0.35302				
9.669167			0.29871					
9.683333	0.29128	0.29358		0.35597				
9.685833			0.29784					
9.7	0.28958	0.29529		0.35663				
9.7025			0.29842					
9.716667	0.29184	0.29529		0.35828				
9.719167			0.29987					
9.733333	0.29355	0.29615		0.37137				
9.735833			0.29842					
9.75	0.29412	0.29557		0.3606				
9.7525			0.29929					
9.766667	0.29527	0.29844		0.36093				
9.769167			0.30016					
9.783333	0.29641	0.29758		0.35531				
9.785833			0.30161					
9.8	0.29441	0.29729		0.35531				
9.8025			0.29784					
9.816667	0.29298	0.29443		0.35729				
9.819167			0.29958					
9.833333	0.29213	0.30074		0.35795				
9.835833			0.29842					
9.85	0.29384	0.29557		0.35696				
9.8525			0.29929					
9.866667	0.29498	0.2933		0.35531				
9.869167			0.29987					
9.883333	0.30628	0.29815		0.35762				
9.885833			0.30016					
9.9	0.29355	0.30335		0.3563				
9.9025			0.29755					
9.916667	0.29327	0.29872		0.3596				
9.919167			0.30074					
9.933333	0.29241	0.30016		0.35531				
9.935833			0.30249					
9.95	0.29412	0.30074		0.35762				
9.9525			0.29842					
9.966667	0.29814	0.29786		0.35795				
9.969167			0.29813					
9.983333	0.29641	0.30045		0.35894				
9.985833			0.29987					
10	0.29355	0.29672		0.3596				
10.0025			0.29668					
10.016667	0.29785	0.297		0.36093				
10.019167			0.29755					
10.033333	0.29384	0.29786		0.35927				
10.035833			0.29987					
10.05	0.299	0.29844		0.35861				
10.0525			0.30016					
10.066667	0.299	0.29901		0.35795				
10.069167			0.29813					
10.083333	0.29929	0.29815		0.36027				
10.085833			0.3022					
10.1	0.30132	0.29844		0.35696				
10.1025			0.30045					
10.116667	0.29613	0.29758		0.3596				
10.119167			0.29929					
10.133333	0.29584	0.30016		0.35795				
10.135833			0.29987					
10.15	0.29527	0.29586		0.35861				
10.1525			0.29871					
10.166667	0.29355	0.29988		0.35795				
10.169167			0.30161					
10.183333	0.29241	0.29672		0.35696				
10.185833			0.30103					
10.2	0.29327	0.29872		0.35894				
10.2025			0.299					
10.216667	0.29641	0.29586		0.3596				
10.219167			0.30307					
10.233333	0.29958	0.30335		0.3616				
10.235833			0.30103					
10.25	0.29584	0.29815		0.3636				
10.2525			0.30366					
10.266667	0.29641	0.30568		0.36126				
10.269167			0.30249					
10.283333	0.29814	0.30248		0.36126				
10.285833			0.3022					
10.3	0.29814	0.30306		0.36193				
10.3025			0.3019					
10.316667	0.29872	0.3019		0.36226				
10.319167			0.30425					
10.333333	0.29872	0.30743		0.36226				
10.335833			0.30307					
10.35	0.299	0.30045		0.3616				
10.3525			0.30045					
10.366667	0.29641	0.29844		0.36126				
10.369167			0.30161					
10.383333	0.30423	0.30074		0.35762				
10.385833			0.3019					
10.4	0.29814	0.29872		0.35993				
10.4025			0.3019					
10.416667	0.299	0.30451		0.36226				
10.419167			0.30249					
10.433333	0.29756	0.30074		0.3626				
10.435833			0.30161					
10.45	0.29555	0.29786		0.35927				
10.4525			0.30395					
10.466667	0.29843	0.30045		0.35828				
10.469167			0.30132					
10.483333	0.29785	0.30074		0.35993				
10.485833			0.30161					
10.5	0.2967	0.29786		0.36226				
10.5025			0.3022					
10.516667	0.29555	0.29959		0.36027				
10.519167			0.30278					
10.533333	0.29987	0.3019		0.35894				
10.535833			0.30278					
10.55	0.29987	0.30103		0.36832				
10.5525			0.30074					
10.566667	0.29843	0.29672		0.36865				
10.569167			0.3022					
10.583333	0.2967	0.30074		0.36193				
10.585833			0.30366					
10.6	0.30161	0.2993		0.36027				
10.6025			0.30454					
10.616667	0.30219	0.30335		0.36226				
10.619167			0.30366					
10.633333	0.29756	0.30219		0.36226				
10.635833			0.30454					
10.65	0.29958	0.30103		0.36226				
10.6525			0.30278					
10.666667	0.29843	0.29844		0.36193				
10.669167			0.30161					
10.683333	0.31699	0.30132		0.3626				
10.685833			0.30572					
10.7	0.29814	0.30103		0.36027				
10.7025			0.30483					
10.716667	0.29699	0.30016		0.36427				
10.719167			0.30366					
10.733333	0.29384	0.29901		0.36293				
10.735833			0.30572					
10.75	0.29872	0.29815		0.3596				
10.7525			0.30454					
10.766667	0.29555	0.30103		0.36226				
10.769167			0.30337					
10.783333	0.29785	0.2993		0.35993				
10.785833			0.30249					
10.8	0.30511	0.30335		0.3636				
10.8025			0.30454					
10.816667	0.29958	0.30103		0.36461				
10.819167			0.30161					
10.833333	0.30482	0.29988		0.36193				
10.835833			0.30483					
10.85	0.29872	0.30451		0.36798				
10.8525			0.30395					
10.866667	0.29958	0.30277		0.3636				
10.869167			0.3019					
10.883333	0.30045	0.30016		0.36027				
10.885833			0.30366					
10.9	0.29958	0.30103		0.36494				
10.9025			0.30425					
10.916667	0.30074	0.30539		0.37035				
10.919167			0.30366					
10.933333	0.32274	0.30045		0.36394				
10.935833			0.3066					
10.95	0.30307	0.30277		0.36595				
10.9525			0.3022					
10.966667	0.30248	0.2993		0.35993				
10.969167			0.30454					
10.983333	0.30045	0.30364		0.3626				
10.985833			0.30513					
11	0.29872	0.30074		0.36427				
11.0025			0.30454					
11.016667	0.29613	0.30045		0.36562				
11.019167			0.30513					
11.033333	0.29843	0.30597		0.36193				
11.035833			0.3066					
11.05	0.29929	0.30422		0.36126				
11.0525			0.30161					
11.066667	0.30016	0.29959		0.36226				
11.069167			0.30601					
11.083333	0.30132	0.30335		0.36293				
11.085833			0.30337					
11.1	0.30074	0.30161		0.36528				
11.1025			0.30483					
11.116667	0.29727	0.3048		0.36226				
11.119167			0.30542					
11.133333	0.29958	0.30364		0.3626				
11.135833			0.30425					
11.15	0.2967	0.30103		0.36293				
11.1525			0.30454					
11.166667	0.29843	0.30074		0.3626				
11.169167			0.30542					
11.183333	0.29527	0.30016		0.3606				
11.185833			0.30307					
11.2	0.29756	0.29844		0.36093				
11.2025			0.30513					
11.216667	0.29441	0.30074		0.36327				
11.219167			0.3063					
11.233333	0.29355	0.30045		0.36595				
11.235833			0.30689					
11.25	0.29498	0.29844		0.36226				
11.2525			0.30572					
11.266667	0.29498	0.30248		0.36093				
11.269167			0.30572					
11.283333	0.29469	0.30219		0.35861				
11.285833			0.30749					
11.3	0.29327	0.29959		0.35993				
11.3025			0.30778					
11.316667	0.29071	0.30103		0.37205				
11.319167			0.30454					
11.333333	0.29213	0.29844		0.36394				
11.335833			0.30926					
11.35	0.29156	0.29988		0.36027				
11.3525			0.30542					
11.366667	0.28648	0.30219		0.35894				
11.369167			0.30601					
11.383333	0.28901	0.30306		0.36027				
11.385833			0.30719					
11.4	0.29298	0.30219		0.36126				
11.4025			0.30542					
11.416667	0.29156	0.30393		0.36093				
11.419167			0.30689					
11.433333	0.29555	0.30045		0.36193				
11.435833			0.30337					
11.45	0.29441	0.30045		0.35927				
11.4525			0.30483					
11.466667	0.29527	0.2993		0.3616				
11.469167			0.30956					
11.483333	0.29355	0.30132		0.37001				
11.485833			0.30808					
11.5	0.29241	0.29872		0.35927				
11.5025			0.30542					
11.516667	0.29241	0.30364		0.36093				
11.519167			0.3066					
11.533333	0.29298	0.30277		0.3606				
11.535833			0.30689					
11.55	0.29241	0.30074		0.35927				
11.5525			0.30601					
11.566667	0.29071	0.2993		0.3626				
11.569167			0.30454					
11.583333	0.29355	0.30045		0.35927				
11.585833			0.3066					
11.6	0.29156	0.30132		0.36293				
11.6025			0.3063					
11.616667	0.28901	0.30568		0.36394				
11.619167			0.30808					
11.633333	0.29298	0.30103		0.3596				
11.635833			0.30837					
11.65	0.28817	0.30016		0.3636				
11.6525			0.30601					
11.666667	0.29014	0.29844		0.35828				
11.669167			0.3063					
11.683333	0.28986	0.30074		0.36193				
11.685833			0.30749					
11.7	0.29469	0.3019		0.36394				
11.7025			0.30749					
11.716667	0.29213	0.29988		0.3626				
11.719167			0.30542					
11.733333	0.29071	0.31008		0.36093				
11.735833			0.30926					
11.75	0.2927	0.30161		0.36394				
11.7525			0.30689					
11.766667	0.29213	0.30277		0.36293				
11.769167			0.30778					
11.783333	0.29241	0.30568		0.3616				
11.785833			0.30897					
11.8	0.29412	0.3019		0.36798				
11.8025			0.30837					
11.816667	0.29613	0.30074		0.36293				
11.819167			0.30867					
11.833333	0.29213	0.29988		0.36327				
11.835833			0.31015					
11.85	0.29555	0.30335		0.36764				
11.8525			0.30601					
11.866667	0.29355	0.3019		0.36967				
11.869167			0.30897					
11.883333	0.29213	0.3048		0.36093				
11.885833			0.30897					
11.9	0.30045	0.30306		0.36394				
11.9025			0.30719					
11.916667	0.299	0.30422		0.36461				
11.919167			0.30719					
11.933333	0.29727	0.30306		0.36394				
11.935833			0.30837					
11.95	0.30016	0.30364		0.36663				
11.9525			0.30897					
11.966667	0.3019	0.30335		0.36595				
11.969167			0.30867					
11.983333	0.29872	0.30597		0.36595				
11.985833			0.30897					
12	0.30394	0.3019		0.36832				
12.0025			0.31314					
12.016667	0.29872	0.30685		0.37035				
12.019167			0.30867					
12.033333	0.30161	0.30656		0.36461				
12.035833			0.30778					
12.05	0.29958	0.30539		0.37617				
12.0525			0.31224					
12.066667	0.30453	0.30568		0.37001				
12.069167			0.30837					
12.083333	0.30307	0.30773		0.3636				
12.085833			0.31164					
12.1	0.30307	0.30364		0.36865				
12.1025			0.31135					
12.116667	0.30511	0.30597		0.37103				
12.119167			0.31164					
12.133333	0.30336	0.30773		0.36899				
12.135833			0.31045					
12.15	0.30219	0.30656		0.37548				
12.1525			0.31045					
12.166667	0.30132	0.30685		0.37137				
12.169167			0.30808					
12.183333	0.29987	0.3089		0.37548				
12.185833			0.31135					
12.2	0.30336	0.3048		0.36528				
12.2025			0.30986					
12.216667	0.30365	0.30802		0.37035				
12.219167			0.31135					
12.233333	0.30307	0.30539		0.36832				
12.235833			0.31164					
12.25	0.30453	0.31067		0.37069				
12.2525			0.30986					
12.266667	0.30628	0.30306		0.37103				
12.269167			0.31045					
12.283333	0.30394	0.31008		0.36798				
12.285833			0.31254					
12.3	0.30658	0.31008		0.3724				
12.3025			0.30897					
12.316667	0.30394	0.30802		0.36967				
12.319167			0.30986					
12.333333	0.30599	0.30802		0.36865				
12.335833			0.31434					
12.35	0.30511	0.30979		0.36832				
12.3525			0.30867					
12.366667	0.30687	0.31097		0.37035				
12.369167			0.31254					
12.383333	0.30864	0.30861		0.37137				
12.385833			0.31045					
12.4	0.30805	0.30597		0.37205				
12.4025			0.31224					
12.416667	0.30599	0.31632		0.36899				
12.419167			0.30986					
12.433333	0.30482	0.3048		0.37035				
12.435833			0.31284					
12.45	0.30365	0.30685		0.36562				
12.4525			0.31164					
12.466667	0.30893	0.30949		0.36595				
